queries,files
10.9-mm,WearableSmartDevice.json
Video-Format:-MP4,WearableSmartDevice.json
Multi-Function,WearableSmartDevice.json
Color-Grey,WearableSmartDevice.json
Upto-10-Days-(Based-on-Usage),WearableSmartDevice.json
All-Device,WearableSmartDevice.json
Size-10mm,WearableSmartDevice.json
Weight-18-g,WearableSmartDevice.json
Make-and-Receive-Phone-Calls,WearableSmartDevice.json
Pedometer,WearableSmartDevice.json
Seller,WearableSmartDevice.json
Interchangeable-Watch-Band,WearableSmartDevice.json
A6SMARTBRACELET,WearableSmartDevice.json
Sports-And-Fitness,WearableSmartDevice.json
"Other-Connectivity-Features-NFC,-Wi-Fi-(802.11b/g/n)",WearableSmartDevice.json
Speaker-1,WearableSmartDevice.json
Speaker-Volume-NA-dB,WearableSmartDevice.json
1-Set-Of-Earbuds,WearableSmartDevice.json
Lithium-Polymer,WearableSmartDevice.json
Model-Name-M3,WearableSmartDevice.json
Weight-70-g,WearableSmartDevice.json
"mi-3,-mi-4",WearableSmartDevice.json
Model-Number-dz09,WearableSmartDevice.json
"men,-women,-boy,-girl",WearableSmartDevice.json
Ringing,WearableSmartDevice.json
Buckle-Clasp,WearableSmartDevice.json
Andriod-&-IOS,WearableSmartDevice.json
5-dBSPL,WearableSmartDevice.json
1-Smartwach-&-USB-Cabel,WearableSmartDevice.json
"1-MICROPHONE,-1-USB-cable",WearableSmartDevice.json
Galaxy-Fit-e-Smart-Band,WearableSmartDevice.json
Display-Resolution-160*80-Pixel,WearableSmartDevice.json
physical-damages,WearableSmartDevice.json
1-Band-with-USB-Cable,WearableSmartDevice.json
Height-24-mm,WearableSmartDevice.json
180-hr,WearableSmartDevice.json
35.3-mm,WearableSmartDevice.json
Model-Number-FNU-G0003PP,WearableSmartDevice.json
Compatible-Devices,WearableSmartDevice.json
"Messages,-Calendar,-Mail",WearableSmartDevice.json
If-Receive-a-Damage-Product.,WearableSmartDevice.json
power-bank,WearableSmartDevice.json
Silver,WearableSmartDevice.json
Model-Number-GT-08,WearableSmartDevice.json
1.2-GHz,WearableSmartDevice.json
Gesture-Control,WearableSmartDevice.json
Xiaomi-Mi-band-4,WearableSmartDevice.json
Authrised-service-center-only,WearableSmartDevice.json
ANDROID-AND-iOS,WearableSmartDevice.json
Operating-Range-6-m,WearableSmartDevice.json
Xiaomi-Mi-Band-3-Strap,WearableSmartDevice.json
Android,WearableSmartDevice.json
smart-band,WearableSmartDevice.json
Weight-75-g,WearableSmartDevice.json
1-Inbuilt-Speaker,WearableSmartDevice.json
All-Smartphone,WearableSmartDevice.json
Closure-100,WearableSmartDevice.json
Stand-By-Time-7-hr,WearableSmartDevice.json
HD-Playback-No,WearableSmartDevice.json
all-language,WearableSmartDevice.json
HIN004-BK-phone,WearableSmartDevice.json
Rectangular,WearableSmartDevice.json
Length-26-cm,WearableSmartDevice.json
Self-healing,WearableSmartDevice.json
A1-Smart-Watch_Black_29,WearableSmartDevice.json
Clip-On,WearableSmartDevice.json
Dial-Material-NA,WearableSmartDevice.json
Wifi-Version-0,WearableSmartDevice.json
Display-Resolution-180X300-pixel,WearableSmartDevice.json
Auto-Focus,WearableSmartDevice.json
Bluetooth-Version-3.0,WearableSmartDevice.json
Width-8-mm,WearableSmartDevice.json
32.3-mm,WearableSmartDevice.json
M3-Smart-Fitness-Wrist-Band,WearableSmartDevice.json
Sweat-Proof-Yes,WearableSmartDevice.json
Brand-Color-White,WearableSmartDevice.json
"MI-BAND-3,-MI-BAND-4",WearableSmartDevice.json
Weight-0.196-g,WearableSmartDevice.json
Dial-Color-GREY,WearableSmartDevice.json
MI-BAND-3/4,WearableSmartDevice.json
"Mi-Band-2,-Mi-band-HRX",WearableSmartDevice.json
1.78-cm,WearableSmartDevice.json
Tinted-No,WearableSmartDevice.json
Mi-Band-4,WearableSmartDevice.json
"Change-Music,-Answer-Calls",WearableSmartDevice.json
"iOS,-Android",WearableSmartDevice.json
Length-7-cm,WearableSmartDevice.json
Display-Resolution-128-x-80,WearableSmartDevice.json
4.6-cm,WearableSmartDevice.json
All-Smart-phone,WearableSmartDevice.json
Number-of-Function-Keys-1,WearableSmartDevice.json
v-3.0-+-EDR,WearableSmartDevice.json
Display-Resolution-420x420-pixel,WearableSmartDevice.json
Bluetooth-Version-YES,WearableSmartDevice.json
Music-Time-5-hr,WearableSmartDevice.json
Display-Resolution-180-x-320-pixel,WearableSmartDevice.json
Display-Resolution-368-x-448-Pixels,WearableSmartDevice.json
Height-15-mm,WearableSmartDevice.json
Display-Resolution-360,WearableSmartDevice.json
"BREAKAGE,-WATER-CONTAMINATED",WearableSmartDevice.json
REPAIR,WearableSmartDevice.json
All-smart-phones,WearableSmartDevice.json
External-Charging-YES,WearableSmartDevice.json
Stainless-Steel-+-Plastic,WearableSmartDevice.json
Speaker-Volume-92-dB,WearableSmartDevice.json
M4-Band,WearableSmartDevice.json
DZ09-GOLD-7-GTX-A-phone,WearableSmartDevice.json
A1-BLACK-WATCH-03,WearableSmartDevice.json
Mi-3-and-Mi-4,WearableSmartDevice.json
Depth-4-cm,WearableSmartDevice.json
12.5-mm,WearableSmartDevice.json
Depth-6-cm,WearableSmartDevice.json
Weight-25-g,WearableSmartDevice.json
8-hr.-(as-per-usage),WearableSmartDevice.json
1-x-Tempred-Glass,WearableSmartDevice.json
"Sports,-Fitness-Health",WearableSmartDevice.json
Resistive-Workouts,WearableSmartDevice.json
Mobile-Watch-With-Camera,WearableSmartDevice.json
Domestic,WearableSmartDevice.json
Processor-Name-S3,WearableSmartDevice.json
smart-watch,WearableSmartDevice.json
"silicone-,-stainless-steel",WearableSmartDevice.json
MTF02HN/A,WearableSmartDevice.json
Supported-Video-Format-MP3,WearableSmartDevice.json
Messaging-Support-No,WearableSmartDevice.json
Sleep-monitor,WearableSmartDevice.json
Speaker-Volume-10-dB,WearableSmartDevice.json
Analog,WearableSmartDevice.json
Width-36.25-mm,WearableSmartDevice.json
wrb-sw-evolve-std-blu,WearableSmartDevice.json
3-Months-Warranty,WearableSmartDevice.json
Supported-Video-Format-No,WearableSmartDevice.json
LITHIUM,WearableSmartDevice.json
"1-smart-watch,-1-usb-cable,",WearableSmartDevice.json
1-x-Tempered-Glass-.,WearableSmartDevice.json
vibration-and-ring,WearableSmartDevice.json
Bluetooth-Version-5.0,WearableSmartDevice.json
1-years,WearableSmartDevice.json
ALMUNIUM,WearableSmartDevice.json
Elastomer,WearableSmartDevice.json
Tinted-Yes,WearableSmartDevice.json
10.7-mm,WearableSmartDevice.json
ALL-SMARTPHONE,WearableSmartDevice.json
Shock-Resistant-Yes,WearableSmartDevice.json
Band-&-Charging-Cable,WearableSmartDevice.json
HIN02-BK,WearableSmartDevice.json
Compatible-Mobile-yes,WearableSmartDevice.json
Fitness-&-Outdoor,WearableSmartDevice.json
Tinted,WearableSmartDevice.json
Weight-20-g,WearableSmartDevice.json
Yumato,WearableSmartDevice.json
M9.GOLD.AM22,WearableSmartDevice.json
Foot-Pods-Included-Yes,WearableSmartDevice.json
Yes-1-Speaker,WearableSmartDevice.json
"Physical-Damage,-Abuse",WearableSmartDevice.json
Speaker-Power-12-W,WearableSmartDevice.json
Display-Resolution-240-x-198-Pixels,WearableSmartDevice.json
"Gym,-Swimming,-Running",WearableSmartDevice.json
lithioum-lion,WearableSmartDevice.json
Frequency-Bandwidth-2.445,WearableSmartDevice.json
USB-Cable-Charger,WearableSmartDevice.json
24.2-g,WearableSmartDevice.json
Weight-4-g,WearableSmartDevice.json
Manufacture-Defect-Only,WearableSmartDevice.json
Other-Connectivity-Features,WearableSmartDevice.json
Time-Or-Date,WearableSmartDevice.json
M3-Fitness-Tracker,WearableSmartDevice.json
Sleep-Tracking,WearableSmartDevice.json
All-Android-Mobiles,WearableSmartDevice.json
Synthetic,WearableSmartDevice.json
Height-45-mm,WearableSmartDevice.json
Dial-Color-BLACK,WearableSmartDevice.json
Bluetooth-Version-v4,WearableSmartDevice.json
Bluetooth-Sensor,WearableSmartDevice.json
Standby-Time-24-h,WearableSmartDevice.json
Accelerometer-Sensor,WearableSmartDevice.json
Manufacturer-Defects-Only,WearableSmartDevice.json
Supported-Video-Format-3gp,WearableSmartDevice.json
"Android-Mobiles,-Apple-iOS",WearableSmartDevice.json
Audio-Features-YES,WearableSmartDevice.json
Other-Multimedia-Features,WearableSmartDevice.json
Speaker-Volume-65-dB,WearableSmartDevice.json
Free-Size,WearableSmartDevice.json
Processor-Name-MTK6261-/AMR7,WearableSmartDevice.json
Voice-Control-No,WearableSmartDevice.json
X6-phone,WearableSmartDevice.json
clip--on,WearableSmartDevice.json
Watch-GT-2-(46-mm),WearableSmartDevice.json
Primary-Camera-5-MP,WearableSmartDevice.json
PP_FITM3,WearableSmartDevice.json
Operating-Range-10-m,WearableSmartDevice.json
G-SENSOR,WearableSmartDevice.json
Model-Name-GT08-Black-10GEN,WearableSmartDevice.json
Display-Size-46-mm,WearableSmartDevice.json
Men-&-Women,WearableSmartDevice.json
Model-Number-09,WearableSmartDevice.json
Thickness-40-mm,WearableSmartDevice.json
1-SMART-WATCH,WearableSmartDevice.json
"Black,-Black",WearableSmartDevice.json
Sync-Wirelessly,WearableSmartDevice.json
4G-Smart-Watch-Phone,WearableSmartDevice.json
Rechargeable,WearableSmartDevice.json
Compatible-Mobile,WearableSmartDevice.json
Lithium-Ion-Battery,WearableSmartDevice.json
Number-of-Layers-3,WearableSmartDevice.json
Height-43.25-mm,WearableSmartDevice.json
Internal-Memory-32-GB,WearableSmartDevice.json
Sensor-Type-360,WearableSmartDevice.json
Milanese-Loop,WearableSmartDevice.json
BTX-A1---White,WearableSmartDevice.json
"Ring,-Vibration",WearableSmartDevice.json
Rhythm-Bluetooth,WearableSmartDevice.json
Display-Resolution-120-x-120,WearableSmartDevice.json
You-can-reply-with-the-watch,WearableSmartDevice.json
Upto-2-Days-(Based-on-Usage),WearableSmartDevice.json
All-Smart-Phones,WearableSmartDevice.json
External-Charging-Usb,WearableSmartDevice.json
Width-46-mm,WearableSmartDevice.json
Flash-NO,WearableSmartDevice.json
all-smartphones,WearableSmartDevice.json
Not-Supported,WearableSmartDevice.json
Color-Clear,WearableSmartDevice.json
Realme-Link-APP,WearableSmartDevice.json
Compatible-With-Band,WearableSmartDevice.json
"Daily-workout,-calories-count",WearableSmartDevice.json
Removable-Lens-Yes,WearableSmartDevice.json
2-Year,WearableSmartDevice.json
Display-Resolution-255*18*11mm,WearableSmartDevice.json
2-Days,WearableSmartDevice.json
Display-Resolution-128X80,WearableSmartDevice.json
10-days-replacement,WearableSmartDevice.json
Weight-200-g,WearableSmartDevice.json
W3-BLACK,WearableSmartDevice.json
Speaker-NA,WearableSmartDevice.json
8-hours,WearableSmartDevice.json
Display-Resolution-320*240,WearableSmartDevice.json
Length-12-cm,WearableSmartDevice.json
Microphone-1,WearableSmartDevice.json
"Band,-Warranty-card,-charger",WearableSmartDevice.json
Bluetooth-Smart-Watch-Phone,WearableSmartDevice.json
Model-Number-RMA161_4811584,WearableSmartDevice.json
Make-Calls,WearableSmartDevice.json
SW-369-phone,WearableSmartDevice.json
Model-Name,WearableSmartDevice.json
Thickness-1-mm,WearableSmartDevice.json
Model-Number-M4-HR,WearableSmartDevice.json
Vibration,WearableSmartDevice.json
CellFAther,WearableSmartDevice.json
4.7-cm,WearableSmartDevice.json
"ANDROID-PHONE,-iOS-DEVICE",WearableSmartDevice.json
Width-9-cm,WearableSmartDevice.json
Display-Resolution-240x240-pixel,WearableSmartDevice.json
Display-Resolution-312-x-390-Pixels,WearableSmartDevice.json
Activity-Tracking-Function-Yes,WearableSmartDevice.json
Wireless-Options-N/A,WearableSmartDevice.json
Display-Resolution-HD,WearableSmartDevice.json
Button,WearableSmartDevice.json
1.04-inch,WearableSmartDevice.json
Lithium-Battery,WearableSmartDevice.json
"Men,-Women,-Boy,-Girl",WearableSmartDevice.json
Honor-Band-5,WearableSmartDevice.json
BTX-A1---White-phone,WearableSmartDevice.json
"Smart-Band,-Quick-Start-Guide",WearableSmartDevice.json
S3-Dual-Core-Processor,WearableSmartDevice.json
A1-Smart-Watch,WearableSmartDevice.json
OS-857,WearableSmartDevice.json
Water-Resistant-No,WearableSmartDevice.json
Android-Phones,WearableSmartDevice.json
Physical-Damage,WearableSmartDevice.json
1-SmartWatch,WearableSmartDevice.json
BT-A1---Black---10,WearableSmartDevice.json
MTF32HN/A,WearableSmartDevice.json
Size-14-cm,WearableSmartDevice.json
Water-Resistant-Rating-IP67,WearableSmartDevice.json
universal,WearableSmartDevice.json
Transperent,WearableSmartDevice.json
Display-Resolution-320-x-320-pixel,WearableSmartDevice.json
Acer-Liquid-S1-Mobile,WearableSmartDevice.json
1-Unit,WearableSmartDevice.json
Fabric,WearableSmartDevice.json
Upto-3-Days-(Based-on-Usage),WearableSmartDevice.json
Talk-time-72-hr,WearableSmartDevice.json
"MEN,-WOMEN,-UNISEX",WearableSmartDevice.json
M4-FIT(Red),WearableSmartDevice.json
Lithium-polymer,WearableSmartDevice.json
Speaker-Volume-95-dB,WearableSmartDevice.json
Function-NA,WearableSmartDevice.json
Bluetooth-Version-V-3.0,WearableSmartDevice.json
Detachable-20mm-strap,WearableSmartDevice.json
6-MONTHS-TRUBASKET-WARRANTY,WearableSmartDevice.json
Model-Number-A1-Black-004,WearableSmartDevice.json
gyroscope,WearableSmartDevice.json
Gesture-Control-NA,WearableSmartDevice.json
"Black,-Silver",WearableSmartDevice.json
Manufacturing-Defects,WearableSmartDevice.json
Number-of-Cores-4,WearableSmartDevice.json
Upto-6-Days-(Based-on-Usage),WearableSmartDevice.json
3-axis-Accelerometer,WearableSmartDevice.json
Model-Number-08_GT,WearableSmartDevice.json
Model-Number-SWD90059PP05,WearableSmartDevice.json
fbandz,WearableSmartDevice.json
1-PET-SCREEN-GUARD,WearableSmartDevice.json
Digital,WearableSmartDevice.json
1-Smartwatch,WearableSmartDevice.json
Weight-43-g,WearableSmartDevice.json
Model-Number-V8,WearableSmartDevice.json
Operating-System-N/A,WearableSmartDevice.json
"Notifier,-Watchphone",WearableSmartDevice.json
Pedometer-Sensor,WearableSmartDevice.json
Reflex,WearableSmartDevice.json
"men,-women",WearableSmartDevice.json
Color-Red,WearableSmartDevice.json
Android:-IOS,WearableSmartDevice.json
Weight-12.39-g,WearableSmartDevice.json
BLE-4.0,WearableSmartDevice.json
Display-Resolution-128*80-pixel,WearableSmartDevice.json
Battery-Life-5-hrs,WearableSmartDevice.json
A1-Black,WearableSmartDevice.json
Weight-39-g,WearableSmartDevice.json
Display-Resolution-128-x-80-Pixels,WearableSmartDevice.json
ALL-SMART-PHONE,WearableSmartDevice.json
"AUTO-FOCUS,-REMOTE-CAMERA",WearableSmartDevice.json
Display-Resolution-360*360-pixel,WearableSmartDevice.json
Number-of-Cores-0,WearableSmartDevice.json
Charger-Type-V8-DC,WearableSmartDevice.json
RAM-8-GB,WearableSmartDevice.json
Number-of-Buttons-1,WearableSmartDevice.json
Flagfit-2.0,WearableSmartDevice.json
Stand-By-Time-36-hr,WearableSmartDevice.json
"Video-Recorder,-Video-Player",WearableSmartDevice.json
Battery-Type-Li,WearableSmartDevice.json
Notification-All,WearableSmartDevice.json
10-Days,WearableSmartDevice.json
Display-Resolution-320x240,WearableSmartDevice.json
Noise-Cancellation-Yes,WearableSmartDevice.json
Accept/-Reject-Calls,WearableSmartDevice.json
3.5-mm,WearableSmartDevice.json
72-hrs,WearableSmartDevice.json
Water-Resistance-Depth-5-m,WearableSmartDevice.json
Display-Resolution-120-x-80-Pixels,WearableSmartDevice.json
Water-Resistance-Depth-0-m,WearableSmartDevice.json
Pedomiter,WearableSmartDevice.json
Music-Time-8,WearableSmartDevice.json
Compatible-Device-NA,WearableSmartDevice.json
Plastic,WearableSmartDevice.json
Number-of-Cores-1,WearableSmartDevice.json
Display-Resolution-160x80,WearableSmartDevice.json
1-2-Days,WearableSmartDevice.json
SM-R500NZSAINU,WearableSmartDevice.json
Model-Number-AMZGTRAA-/A1902,WearableSmartDevice.json
120-min,WearableSmartDevice.json
XMSH05HM,WearableSmartDevice.json
HBE-B19,WearableSmartDevice.json
Weight-38-g,WearableSmartDevice.json
116-Bluetooth-Band,WearableSmartDevice.json
Thickness-5-mm,WearableSmartDevice.json
Senorita,WearableSmartDevice.json
Frequency-Response-Range-100,WearableSmartDevice.json
Watch-5,WearableSmartDevice.json
Speaker-65-dB,WearableSmartDevice.json
Low--Medium-High-dB-dB,WearableSmartDevice.json
Rechargeable-Li Battery,WearableSmartDevice.json
Other-Features,WearableSmartDevice.json
6-Month,WearableSmartDevice.json
1-Smart-Watch,WearableSmartDevice.json
"1-Smartwatch,-1-USB-cable",WearableSmartDevice.json
Other-Watch-Functions-N/A,WearableSmartDevice.json
Gold-A-011,WearableSmartDevice.json
Physical-damage,WearableSmartDevice.json
Maximum-Operating-Altitude-150-m,WearableSmartDevice.json
Anroid,WearableSmartDevice.json
Compass-Yes,WearableSmartDevice.json
Activity-Tracking-Function-yes,WearableSmartDevice.json
RAM-1-GB,WearableSmartDevice.json
Dial-Color-WHITE,WearableSmartDevice.json
Lenovo-A390,WearableSmartDevice.json
Bluetooth-Version-BT4.0,WearableSmartDevice.json
Mi-Band-3,WearableSmartDevice.json
Upto-7-Days-(Based-on-Usage),WearableSmartDevice.json
Supported-Audio-Format-N/A,WearableSmartDevice.json
Built-in-Mic-Yes,WearableSmartDevice.json
RED-001,WearableSmartDevice.json
"android,-IOS",WearableSmartDevice.json
Sensor-Type-AMO,WearableSmartDevice.json
Bluetooth-4.0,WearableSmartDevice.json
Multicolor,WearableSmartDevice.json
Sensor-no,WearableSmartDevice.json
Processor-Name-Nordic-nRF52832,WearableSmartDevice.json
A1-PRO-PRIME-BLACK,WearableSmartDevice.json
Model-Name-V8-684684654654,WearableSmartDevice.json
Width-15-cm,WearableSmartDevice.json
DZ09-BLACK-VGT-A7-phone,WearableSmartDevice.json
Heart-Rate-Monitor-Present-Yes,WearableSmartDevice.json
Dz-09-Gold,WearableSmartDevice.json
"iPhone,-Android-Phones",WearableSmartDevice.json
Other-Dimensions-No,WearableSmartDevice.json
2-Years-Warranty,WearableSmartDevice.json
Call-Function-Yes,WearableSmartDevice.json
Battery-Life-20,WearableSmartDevice.json
Length-5-cm,WearableSmartDevice.json
1-M2-Band-with-Charging-Cable,WearableSmartDevice.json
All-Android-Phone,WearableSmartDevice.json
Display-Resolution-324-x-394-Pixels,WearableSmartDevice.json
Sensor-IR,WearableSmartDevice.json
Full-HD,WearableSmartDevice.json
SG-100,WearableSmartDevice.json
10-days-replacement-warranty,WearableSmartDevice.json
all-smart-phone,WearableSmartDevice.json
Recording-and-playback,WearableSmartDevice.json
10-hour,WearableSmartDevice.json
Model-Number-M2,WearableSmartDevice.json
2-YEAR,WearableSmartDevice.json
2-Years-Manufacturer-Warranty,WearableSmartDevice.json
Altimeter-No,WearableSmartDevice.json
Size-42/44-mm,WearableSmartDevice.json
Multi-LAnguage,WearableSmartDevice.json
1-Tempered-Glass,WearableSmartDevice.json
"pedomiter,-heart-rate-sensor",WearableSmartDevice.json
Closure-HOOK,WearableSmartDevice.json
Wi-Fi-Yes,WearableSmartDevice.json
4.5-cm,WearableSmartDevice.json
Carry-In-Warrany,WearableSmartDevice.json
Lithium_ion,WearableSmartDevice.json
11.8-mm,WearableSmartDevice.json
Video-Recording,WearableSmartDevice.json
Compatible-OS-N/A,WearableSmartDevice.json
5-inch,WearableSmartDevice.json
Amazfit-OS,WearableSmartDevice.json
androide,WearableSmartDevice.json
Water-Resistant-Depth-10-m,WearableSmartDevice.json
Display-Size-32-mm,WearableSmartDevice.json
Bluetooth-Fitness-Wrist-Band,WearableSmartDevice.json
Display-Resolution-128-x-64-Pixels,WearableSmartDevice.json
Bluetooth-Smart-Watch,WearableSmartDevice.json
"IOS,-ANDROID",WearableSmartDevice.json
Talk-time-8-hr,WearableSmartDevice.json
Color-Green,WearableSmartDevice.json
PLASTIC,WearableSmartDevice.json
Language-All,WearableSmartDevice.json
sw_gold-2,WearableSmartDevice.json
1.5-hours,WearableSmartDevice.json
Band-3,WearableSmartDevice.json
Wireless,WearableSmartDevice.json
Audio-Features,WearableSmartDevice.json
Smart-Devices,WearableSmartDevice.json
TFT-LCD,WearableSmartDevice.json
Upto-6+-Days-(Based-on-Usage),WearableSmartDevice.json
Model-Number-ID115_Smart-Band_07,WearableSmartDevice.json
Model-Number-CE017,WearableSmartDevice.json
Wi-Fi-No,WearableSmartDevice.json
Notification-Type-YES,WearableSmartDevice.json
Notification-Type,WearableSmartDevice.json
KNTY-OFIT-BLC,WearableSmartDevice.json
"Green,-Grey",WearableSmartDevice.json
"Other-Dimensions-2.09""-x-1.76""-x-0.51""",WearableSmartDevice.json
6-months-On-site-warranty,WearableSmartDevice.json
"Purple,-Black",WearableSmartDevice.json
Android-A1-Smartwatch-EA03,WearableSmartDevice.json
Brand-Vonqo,WearableSmartDevice.json
Teconica,WearableSmartDevice.json
"Black,-White",WearableSmartDevice.json
Huawei-TruSleep-2.0,WearableSmartDevice.json
"0.96''TFT,-HD-COLOR-SCREEN",WearableSmartDevice.json
4G-Android-Calling-Smart-V8,WearableSmartDevice.json
"Gym,-Cycling,-Jogging",WearableSmartDevice.json
Depth-10-mm,WearableSmartDevice.json
Other-Camera-Features-NA,WearableSmartDevice.json
Buy-Genuine,WearableSmartDevice.json
Weight-15-g,WearableSmartDevice.json
Model-Number-A1914,WearableSmartDevice.json
vibration,WearableSmartDevice.json
android-&-ios,WearableSmartDevice.json
Model-Number,WearableSmartDevice.json
ID115-plus,WearableSmartDevice.json
WM4-BLACK,WearableSmartDevice.json
Lens-Type-Clear,WearableSmartDevice.json
30-feet,WearableSmartDevice.json
Charging-Time-1-hr,WearableSmartDevice.json
DATE-AND-TIME,WearableSmartDevice.json
Replacement-10-day,WearableSmartDevice.json
Standard-Edge-to-Edge,WearableSmartDevice.json
Ideal-for-Men,WearableSmartDevice.json
Notifier-watch-phone-Black,WearableSmartDevice.json
USB-CABLE,WearableSmartDevice.json
1-Year-Manufacturer-Warranty,WearableSmartDevice.json
Aluminum,WearableSmartDevice.json
43.5-mm,WearableSmartDevice.json
Buyerstop,WearableSmartDevice.json
5-Hour,WearableSmartDevice.json
Gesture-Control-yes,WearableSmartDevice.json
Upto-20-Days-(Based-on-Usage),WearableSmartDevice.json
"0.78""-OLED-Touch-Screen",WearableSmartDevice.json
Calorie-Count-Yes,WearableSmartDevice.json
ANDROID-2.2-AND-ABOVE,WearableSmartDevice.json
Number-of-Modes-2,WearableSmartDevice.json
HEALTH-BRACELET-DEVICE,WearableSmartDevice.json
"Sleep-monitor,-Heart-Rate",WearableSmartDevice.json
Weight-0.5-g,WearableSmartDevice.json
2-Years,WearableSmartDevice.json
Magic-Watch-2-(46-mm),WearableSmartDevice.json
XMSH07HM,WearableSmartDevice.json
Width-1-cm,WearableSmartDevice.json
"Black,-Rose-Gold",WearableSmartDevice.json
Smartband-Tag,WearableSmartDevice.json
1Speaker,WearableSmartDevice.json
Width-38-mm,WearableSmartDevice.json
Activity-Tracker-Present-No,WearableSmartDevice.json
Manufacturing-Defects-Only,WearableSmartDevice.json
bluetooth,WearableSmartDevice.json
ID115-Band,WearableSmartDevice.json
Talk-time-2-hr,WearableSmartDevice.json
2-screen-Guard,WearableSmartDevice.json
HD-Playback-YES,WearableSmartDevice.json
18-hour,WearableSmartDevice.json
"1-Band,Charging-Cable,Manual",WearableSmartDevice.json
Display-Yes,WearableSmartDevice.json
Android-Wear,WearableSmartDevice.json
Gesture-Control-N/A,WearableSmartDevice.json
Colorfit-Pro,WearableSmartDevice.json
MOBILE-WATCH,WearableSmartDevice.json
BAND-M4,WearableSmartDevice.json
Motion-Sensor,WearableSmartDevice.json
Battery-Life-5,WearableSmartDevice.json
VOGR-DZ09,WearableSmartDevice.json
Depth-4-mm,WearableSmartDevice.json
Apple-Watch,WearableSmartDevice.json
Display-Resolution-240*240-Pixel-pixel,WearableSmartDevice.json
Control-Type-Yes,WearableSmartDevice.json
Battery-Life-2,WearableSmartDevice.json
Bluetooth-Version-2.0,WearableSmartDevice.json
mate-finish,WearableSmartDevice.json
Other-Battery-Features,WearableSmartDevice.json
Possible-Fork-Android,WearableSmartDevice.json
Width-10-mm,WearableSmartDevice.json
IPS-TFT,WearableSmartDevice.json
Other-Display-Features,WearableSmartDevice.json
INBUILT,WearableSmartDevice.json
Other-Dimensions,WearableSmartDevice.json
Battery-Capacity-5-mAh,WearableSmartDevice.json
Gesture-Control-Yes,WearableSmartDevice.json
Touchscreen,WearableSmartDevice.json
Battery-Life-5-hr,WearableSmartDevice.json
Audio-Features-MP3,WearableSmartDevice.json
45-min,WearableSmartDevice.json
Model-Name-DZ09,WearableSmartDevice.json
1.3-MP,WearableSmartDevice.json
Suitable-For-ALL,WearableSmartDevice.json
USB-Cable,WearableSmartDevice.json
Dial-Material-Metal,WearableSmartDevice.json
Display-Resolution-240-x-240-Pixel,WearableSmartDevice.json
Language-MULTI,WearableSmartDevice.json
10.8-mm,WearableSmartDevice.json
Easy-Replacement,WearableSmartDevice.json
Maximum-Operating-Altitude-20000-m,WearableSmartDevice.json
"Missed-Call,-SMS",WearableSmartDevice.json
Display-Size-53-mm,WearableSmartDevice.json
Other-Camera-Features,WearableSmartDevice.json
Freen-Size,WearableSmartDevice.json
1X-Smart-Band,WearableSmartDevice.json
4.68-cm,WearableSmartDevice.json
4-Band-3-Captain-America,WearableSmartDevice.json
"Sports,-Fitness",WearableSmartDevice.json
Covered-in-Warranty-band,WearableSmartDevice.json
Display-Resolution-128x80-pixel,WearableSmartDevice.json
Operating-System-NA,WearableSmartDevice.json
105-mAh-Battery,WearableSmartDevice.json
Applied-on-Front,WearableSmartDevice.json
Other-Multimedia-Features-Audio,WearableSmartDevice.json
Ideal-For-Men,WearableSmartDevice.json
"Black,-Red-Strap",WearableSmartDevice.json
Noise-Cancellation,WearableSmartDevice.json
HIN004-BK,WearableSmartDevice.json
Stand-By-Time-10-hr,WearableSmartDevice.json
"White,-Black",WearableSmartDevice.json
FB412BYBY,WearableSmartDevice.json
Charging-Dock,WearableSmartDevice.json
Universal-Fit,WearableSmartDevice.json
"Bluetooth,-Wireless",WearableSmartDevice.json
Height-7-mm,WearableSmartDevice.json
AC-Adapter-and-USB-Cable,WearableSmartDevice.json
multi-Language,WearableSmartDevice.json
Fitness,WearableSmartDevice.json
"G-Sensor,-Heart-Rate-Sensor",WearableSmartDevice.json
Talk-time-1-hr,WearableSmartDevice.json
Upto-1-Week,WearableSmartDevice.json
Model-Number-3,WearableSmartDevice.json
CRS-B19S,WearableSmartDevice.json
Functional,WearableSmartDevice.json
1-Month-Manufacture-Warranty,WearableSmartDevice.json
G-sensor,WearableSmartDevice.json
73.8-g,WearableSmartDevice.json
Speaker-yes,WearableSmartDevice.json
Dial-Color-GOLD,WearableSmartDevice.json
Other-Watch-Functions,WearableSmartDevice.json
Thickness-12-mm,WearableSmartDevice.json
Army-&-Grey-Dual-Color-Band,WearableSmartDevice.json
Touch-Enabled-Yes,WearableSmartDevice.json
All-Android-Smartphones,WearableSmartDevice.json
Only-Manufacturing-Defects,WearableSmartDevice.json
Service-Type-Yes,WearableSmartDevice.json
Smart-Band-Strap,WearableSmartDevice.json
Activity-Tracking-Function-N/A,WearableSmartDevice.json
Display-Resolution-320-x-320-pixel-pixel,WearableSmartDevice.json
RMA183,WearableSmartDevice.json
All-Devices-Compatible,WearableSmartDevice.json
60-MAH,WearableSmartDevice.json
replacement,WearableSmartDevice.json
0.96-inch-Color-Display,WearableSmartDevice.json
Length-16-cm,WearableSmartDevice.json
Battery-Chargeable-Yes,WearableSmartDevice.json
Model-Number-MK14,WearableSmartDevice.json
1-Smartglass,WearableSmartDevice.json
